,itemCode,yahooID,itemName,description
386,CARJB61025,sonoran-sky-bed-set-king,Sonoran Sky Bed Set - King,"A Lone Star Western Decor Exclusive - Inspired by the desert sunset, the woven chenille Sonoran Sky King Bed Set in vivid red, orange, turquoise and cream is accented with brown faux leather, beading, fringe, embroidery and genuine turquoise stones.  Bed set includes 110""W x 96""L comforter, 76""W x 80""L x 15""H bedskirt, two 20""W x 37""L king shams and 14"" x 26"" accent pillow.  Dry clean. ~"
387,CBK126757,wood-decorative-canoe-paddles-set-of-3,Wood Decorative Canoe Paddles (Set of 3),"A Black Forest Decor Exclusive - Painted in three colorful geometric patterns, the set of decorative wood paddles brings adventurous spirit to your lodge. Measures 4Â¾""W x 1""D x 47Â¼""H each. ~"
388,BN63691370,smoky-mountain-tapestry-valance,Smoky Mountain Tapestry Valance,These tailored valances weave together classic lodge motifs to dress up your cabin windows.  Pattern placement will vary.  Vacuum or dry clean.  Handmade in the USA of imported materials. ~
389,AS6580,young-buck-canvas-wall-art,Young Buck Canvas Wall Art,"Add style to your walls with the Young Buck Canvas Wall Art, designed with a modern buck image on gallery wrapped canvas with black edges to complement your cabin dÃ©cor.<ul><li>Canvas and wood</li> <li>25""W x 25""H</li> <li>Hanging hardware included</li> <li>Gallery wrapped canvas with black edges</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 2 to 3 weeks. Cannot express ship."
390,DS10865,black-bear-reading-story-table-lamp,Black Bear Reading Story Table Lamp,"A bear cub looks over his mama's shoulder as she reads a book on this delightful polyresin table lamp.Â Uses one 40-watt max bulb.Â  14""W x 14""D x 23""H"
391,CF-WLBEADVTW,beadfltwbl,Bear Adventure Fleece Blanket - Twin,"Made from plush, super-soft acrylic, the Bear Adventure Fleece Twin Blanket makes any bedroom feel like a rustic cabin getaway. Machine washable. Measures 60"" x 80"". ~"
392,DS13634,pinecone-single-hook,Pinecone Single Hook,"Add organization and nature-inspired style to your room with this polyresin and metal hook. 4 1/3""W xÂ 1 3/4""D x 8""H"
393,HXLD8200DROC,antler-double-rocker-plate,Antler Double Rocker Plate,"A Black Forest Decor Exclusive - The resin faux Antler Double Rocker Plate completes your rustic rooms.  Hardware included.  Measures 5""W x 1""D x 5Â½""H. ~"
394,2LHRODEO74SC,cowboy-caravan-shower-curtain,Cowboy Caravan Shower Curtain,"This sophisticated western design features a paisley bandana pattern, cowboy imagery, and rustic stars.
<ul><li>Polyester</li>
<li>Liner not included, but strongly recommended</li>
<li>71""W x 72""L</li>
<li>Machine wash</li>
<li>12 button holes for hook placement; Hooks not included</li>
<li>Made to order in the USA</li>
</ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship."
395,2CRJB6761,turquoise-earth-bed-set-king,Turquoise Earth Bed Set - King,"Warm up your western lodge with this wool-blend bedding in a classic southwest pattern. Includes 110""W x 96""L blanket and two shams. Machine wash. Warm up your western lodge with this wool-blend bedding in a classic southwest pattern. Includes 110""W x 96""L blanket and two shams. Machine wash."
396,HXBW3190RED,barbed-wire-bath-rug-red,Barbed Wire Red Bath Rug,"Bold black barbed wire gives these polyester rugs a rugged look.  Non-skid rubber back.  Machine washable.  Measures 24""W x 36""L. ~"
397,MW83BFGCQOKC,southwest-expressions-tapestry-coverlet-queen,Southwest Expressions Tapestry Coverlet - Queen,"Exclusive - Woven with a classic kilim design in a vintage palette of blues, reds and greens, this cotton/poly collection creates an inviting southwest space. Dry clean, machine wash coverlets and sham. Dimensions available online. Measures 90""W x 90""L. ~"
398,SIX9311,climbing-bears-single-switch-plate,Climbing Bears Single Switch Plate,"A Black Forest Decor Exclusive - Black bear cubs explore forest scenery on the hand-painted polyresin Climbing Bears Single Switch Plate with a wood grain texture.  Measures 3Â¼""W x 6Â¾""H. ~"
399,LKRA4395,turquoise-tooled-leather-outlet-cover,Turquoise Tooled Leather Outlet Cover,"A Lone Star Western Decor Exclusive - Classic rose tooled leather patterns with a distressed turquoise finish are re-created in resin on the Turquoise Tooled Leather Outlet Cover.  Measures 3Â½""W x Â½""D x 5Â¼""H. ~"
400,KACXX2282,cast-iron-cactus-wall-hook,Cast Iron Cactus Wall Hook,"Exclusive - Add storage to your entry or bath with the whimsical Cast Iron Cactus Wall Hook with two hooks in a rust finish. Sold individually. Measures 5Â½""W x 2""D x 4Â¾""H. ~"
401,KE13013A,rather-be-fishing-tumbler,Rather Be Fishing Tumbler,"Emblems of fishing life and vintage lodge signs turn your bath into a rustic getaway.  Resin bath accessories and 100% cotton ivory towels.  Measures 4Â½""W x 4Â½""D x 4Â¾""H. ~"
402,COBRH36CFR,western-star-horseshoe-boot-rack,Western Star Horseshoe Boot Rack,"Exclusive - A row of horseshoes holds two pairs of boots on this steel boot rack in a frontier rust finish with circled stars on the ends. Measures 24""W x 9""D x 9Â½""H. ~"
403,ALTBWCH2CLA005T,altbwch2cla005t,Tequila Barrel Wall Candle Holder,"A Lone Star Western Decor Exclusive - The Tequila Barrel Wall Candle Holder is crafted from reclaimed genuine tequila barrel wood and iron.  Sold individually.  Includes one 3"" ball candle.  Size may vary slightly.  Measures 4""W x 7""D x 12""H. ~ Ships from the manufacturer.  Allow 3 to 4 weeks.  Cannot express ship or ship to Alaska or Canada."
404,CFTWLSUNSET,sedona-oversized-towel,Sedona Oversized Towel,"In a colorful southwest geometric design, the 100% cotton Sedona Oversized Towel brings western luxury to your bath. Machine wash. Measures 34""W x 64""L. ~"
405,DS12715,bear-on-tree-wall-shelf,Bear on Tree Wall Shelf,"A Black Forest Decor Exclusive - Two bear cubs climbing on polyresin branches support the wood Bear on Tree Wall Shelf perfect for displaying mementos.  Measures 22Â¾""W x 7Â¾""D x 14""H. ~"
406,DS13269,southwest-jar-salt-and-pepper-shaker-set,Southwest Jar Salt & Pepper Shaker Set,"Exclusive - Two aged southwestern pots with kokopelli, cross and feather embellishments contain glass salt and pepper shakers on this polyresin holder with a faux wood base. Measures 6""W x 3Â¼""D x 5""H. ~"
407,DLART2110,flying-eagle-wood-carving-wall-art,Flying Eagle Wood Carving Wall Art,"A Black Forest Decor Exclusive - A majestic bald eagle takes flight in the hand carved and handpainted solid wood Flying Eagle Wood Carving Wall Art with a lacquer finish.  Measures 32""W x Â¾""D x 12""H. ~"
408,2PG30HRS736C18O,lets-get-toasted-hooked-pillow,Let's Get Toasted Hooked Pillow,"A Black Forest Decor Exclusive - Whimsical bear designs add fun cabin style to the hand-hooked 100% wool pillows with zippered cotton velvet backing. Measures 14""W x 18""L. ~"
409,2VX736425561825,red-river-southwestern-rust-boudoir-pillow,Red River Southwestern Rust Boudoir Pillow - CLEARANCE,"Native American-inspired designs in earthy shades of rust, turquoise, black and tan bordered by solid rust and brass conchos give the poly Red River Southwestern Rust Boudoir Pillow with cotton backing a serene look. Dry clean. Measures 14""W x 20""L. ~"
410,HXDI4001CS01TQ,savannah-turquoise-canister-set,Savannah Turquoise Canister Set - 3 pcs,"Tooled leather patterns in vibrant turquoise give this handcrafted stoneware kitchenware vintage western charm.  Microwave, oven and dishwasher safe.  Measures Small: 6""W x 6""D x 7?""H; Medium: 6""W x 6""D x 8?""H; Large: 6""W x 6""D x 9""H. ~"
411,LROWE03INSG2680,zigzag-diamonds-rug-3-x-8,Zigzag Diamonds Rug - 3 x 8,"The Zigzag Diamonds Rug - 3 x 8 offers lots of southwestern style with a relaxed, yet refined cream, indigo, sage, and terracotta design with a meticulously hand-knotted texture on a hand-woven base.
<ul><li>Hand woven jute/wool with no backing</li>
<li>2'6""W x 8'L</li>
<li>Spot clean and vacuum carefully without beater bar; professional cleaning recommended.</li>
<li>Multicolor</li>
<li>Long-wearing durability</li>
<li>Rug pad recommended for use on hard floor</li>
</ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
412,PK47647B,river-falls-bear-lined-valance,River Falls Bear Lined Valance,"Brighten your windows with the 100% cotton River Falls Bear Lined Valance in rustic red, green and tan plaid with charming brown bear patches.  Dry clean.  Measures 60""W x 14""H with 2"" rod pocket. ~"
413,PS5086,bear-smart-phone-charger,Bear Smart Phone Charger,"A Black Forest DÃ©cor Exclusive - Three mischievous black bears play on a curved log on the detailed polyresin Bear Smart Phone Charger holder with charging slot.  Charger not included.  Measures 6""W x 2Â¼""D x 3Â¼""H. ~"
414,VXCC55514BBZ,big-sky-flush-mount-ceiling-light,Big Sky Flush Mount Ceiling Light,"The Big Sky Flush Mount Ceiling Light is the perfect lighting accent to your home.  Featuring outdoor-inspired elements, this metal ceiling light features pine tree silhouettes to add incredible style.  Finished in burnished bronze with an amber flake glass shade and uses three 60-watt max bulbs.  Measures 14""W x 14""D x 7""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska."
415,VCCVAVP093,deer-forest-table-lamp,Deer Forest Table Lamp,"Exclusive - A printed, rust-colored deer forest scene encircles the linen shade of this resin pedestal lamp in a weathered wood finish.  Uses one 3-way 150-watt max bulb.  Measures 15""W x 15""D x 29""H. ~"
416,TICA610,pine-tree-branches-swag-wall-hanging,Pine Tree Branches Swag Wall Hanging,"Exclusive - Pine boughs hang in a graceful swag on this three-dimensional handcrafted metal wall art in a handpainted finish.  Ready to hang. Measures Approx. 32""W x 2""D x 13""H. ~"
417,NTS12894,nts12894,Antique Copper Twig Flatware Set (5 pcs),"Handcrafted from 18/8 stainless steel, the Antique Copper Twig Flatware Set features unique twig-shaped handles made from an iron alloy with an antique copper finish.  Five piece flatware set is dishwasher safe. ~ Ships from the manufacturer.  Allow 6 to 8 weeks.  Cannot express ship or ship to Alaska or Canada."
418,RH19022,desert-jewel-lined-valance,Desert Jewel Lined Valance,"Add the charm of the southwest to your home with this cotton-poly valance in turquoise, rust, brown and red diamond patterns. Machine wash. 54""W x 15""H"
419,VV-CL1769,faantala,Faux Antler Table Lamp,"Four faux antlers intertwine to form the base of this stunning Faux Antler Table Lamp, while a tan faux suede shade tops it off for a truly rustic feeling. Uses 60-watt max bulb. Lamp: 29Â½"" H; Shade: 7"" x 18"" x 12"".  ~"
420,VXCF55618BBZ,timberland-semi-flush-ceiling-light-18-inch,Timberland Semi-Flush Ceiling Light (18 Inch),"The Timberland 18 Inch Semi-Flush Ceiling Light is the perfect lighting accent to your home.  Combining metal moose and pine tree silhouettes with an amber flake glass shade, this hanging light complements your woodland decor.  Finished in burnished bronze and uses three 100-watt max bulbs.  Comes with 6 feet of chain and 9 feet of wire.  Measures 18 1/2""W x 16 1/2""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska."
421,WGTSLLSE,lakeland-sunset-toilet-seat-elongated,Lakeland Sunset Toilet Seat - Elongated,"Give your bath decor lodge flair with the Lakeland Sunset Elongated Toilet Seat.  Featuring a printed image of two fishermen on the lake at sunset, this toilet seat is made from red oak veneer over a solid wood composite core sealed with a protective glossy acrylic finish and antique brass hinges.  Measures 15""W x 18 1/2""D x 2""H.  Installation hardware included.  Made in the USA. ~ Ships from the manufacturer. Allow 2 to 3 weeks. Cannot express ship."
422,LKRA8815,steer-skull-wall-hanging,Steer Skull Wall Hanging,"A Lone Star Western Decor Exclusive - This reproduction steer skull, made of painted cast resin, adds desert beauty to your wall.  Measures 20""W x 4""D x 12""H. ~"
423,LKRA8815,steer-skull-wall-hanging,Steer Skull Wall Hanging,"A Lone Star Western Decor Exclusive - This reproduction steer skull, made of painted cast resin, adds desert beauty to your wall.  Measures 20""W x 4""D x 12""H. ~"
424,PK493689,bear-and-moose-stoneware-mixing-bowl-set-3-pcs,Bear & Moose Stoneware Mixing Bowl Set - 3 pcs,"The cream Bear & Moose Stoneware Mixing Bowl Set has embossed bears and moose on opposite sides and brushed brown rims for rustic style.  Microwave and dishwasher safe.  Set of three.  Measures Small: 7""Dia x 3Â½""H; Medium: 8Â¼""Dia. x 4""H; Large: 10""Dia. x 5""H. ~"
425,PK676620,vintage-camp-lantern-soap-dispenser,Vintage Camp Lantern Soap Dispenser,"Classic camping items are replicated in cast resin to make these accessories a fun addition to your bath.  Measures 4Â½""W x 3Â½""D x 9""H. ~"
426,MUMMRFPTS,antler-fireplace-tool-set-4-pcs,Antler Fireplace Tool Set (4 pcs),"Bring rugged beauty to your hearth with the Antler Fireplace Tool Set, featuring metal tools with cast resin handles modeled from naturally shed antlers for an authentic look.  Four piece set includes broom, shovel, poker and stand.  Measures 15""W x 10""D x 31Â½""H. ~"
427,ER68081P,pinecone-braided-jute-table-runner,Pinecone Braided Jute Table Runner,"Add a rustic accent to any table with this reversible 100% jute table runner printed with lodge designs. Spot clean. 13""W x 36""L"
428,DS62035,black-bear-river-plush-shams-set-of-2,Black Bear River Plush Shams (Set of 2),"Exclusive - Warm up your cabin bedroom with this poly fleece collection featuring bears, trees, canoes and diamonds in shades of toffee, rust, black and green. Machine wash, dry clean pillows. Dimensions available online. Measures 20""W x 26""L each. ~"
429,AD0193NAT234,whiskey-river-natural-rug-3-x-4,Whiskey River Natural Rug - 3 x 4,"A Lone Star Western Decor Exclusive - The premium nylon Whiskey River Natural 3 x 4 Rug features a sawtooth diamond design with a faded effect in shades of red, chocolate, indigo, turquoise, caramel, natural, beige and tan.  Fade and stain resistant.  Made in the USA.  Measures 2'8""W x 3'10""L. ~ Ships from the manufacturer.  Allow 2 weeks.  Cannot express ship."
430,YG16449,planked-bear-wood-wall-art,Planked Bear Wood Wall Art,"Exclusive - A bear silhouette is crafted from two-tone wood planks to add a unique rustic art element to your room. Measures 23Â½""W x Â½""D x 15Â¾""H. ~"
431,HXBW2010TSTQ,turquoise-star-bath-runner,Turquoise Star Bath Runner,"Western stars and a scroll border in turquoise, chocolate and tan make these polyester rugs ideal for your ranch bath. Spot clean. Measures 24""W x 60""L. ~"
432,SF682310,rustic-juniper-wood-double-rocker-plate,Rustic Juniper Wood Double Rocker Cover,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 6""W x Â¼""D x 5 58""H. ~"
433,VCCVBB2P145,faux-antler-bookends-set-of-2,Faux Antler Bookends - Set of 2,"Arching antlers, tied logs and delicate leaves in a tobacco finish give these resin bookends a beautiful, natural look.  Measures 7""H each. ~"
434,WRWD80101FB,yellowstone-ii-leather-pillow-with-fabric-back,Yellowstone II Leather Pillow with Fabric Back,"The Yellowstone II Leather Pillow with Fabric Back brings tribal style to your bedroom with stately chocolate leather enhanced by fringe and a corner concho. <ul><li>Leather and poly fill and back</li> <li>Deerskin Chocolate leather</li> <li>12""W x 18""L</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 5 weeks. Cannot express ship."
435,VXW0128,vintage-carved-3-light-vanity-lamp,Vintage Carved 3 Light Vanity Lamp,"Light up your western home with the Vintage Carved 3 Light Vanity Lamp.  This vanity lamp adds beauty and character with classic, masculine styling.<ul><li>24""W x 7 1/4""D x 9 3/4""H; 6'L wire</li> <li>Steel</li> <li>Reversible from uplight to downlight</li> <li>Aged Walnut finish</li> <li>Uses three 100-watt max medium base bulbs</li> <li>Champagne glass shades</li> <li>Interior damp rated</li> </ul> ~ Ships from the manufacturer. Allow 2 business days. Cannot express ship."
436,2LV55895065,woodland-cabin-footstool,Woodland Cabin Footstool,"Exclusive - Add an outdoor accent to your living room with the upholstered Woodland Cabin Footstool in a wildlife tapestry print with densified fiber fill and wood bun feet.  Handcrafted in the USA.  Measures 15""W x 12""D x 7""H. ~"
437,AQJ10,buffalo-burlap-pillow,Buffalo Burlap Pillow,"Exclusive - The sepia-tone images printed on these textured burlap pillows beautifully evoke the Old West.  Measures 16""W x 16""H. ~"
438,MWTLBRCS,mwtlbrcs,Bear Crossing Tapestry Accent Pillow,"A Black Forest Decor Exclusive - A realistic, natural scene of a mother bear and her cub by wildlife artist Kevin Daniel is the centerpiece of this expertly woven Bear Crossing Tapestry Accent Pillow.  Framed in vibrant red plaid with twig and pinecone motifs, this pillow has a 90% cotton/10% polyester face with 100% cotton backing and recycled poly fill.  Made in the USA.  Machine washable.  Measures 17""W x 17""H. ~"
439,CARJB3053,bear-valance-with-antler-buttons,Bear Valance with Antler Buttons,"A Black Forest DÃ©cor Exclusive - The rugged tab-top Bear Valance with Antler Buttons in tobacco and brown faux leather is embellished with black bear appliquÃ©s and faux antler buttons.  Dry clean.  Measures 54""W x 15""H with 3"" tabs. ~"
440,CARJB4106,western-paisley-beaumont-throw,Western Paisley Beaumont Throw,"A Black Forest Decor Exclusive - Rich brown, caramel and tan paisley woven chenille and distressed faux leather corners with an embroidered scroll design are accented by faux leather fringe to give the Western Paisley Beaumont Throw a sophisticated look.  Dry clean.  Measures 54""W x 68""L. ~"
441,CARJB6128,yukon-river-bear-and-moose-shower-curtain,Yukon River Bear & Moose Shower Curtain,"Transform your bedroom with this luxurious woven chenille bedding in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by faux leather, gimp trim and wooden buttons.  Bed sets include comforter, bedskirt, two shams and neckroll.  Dry clean. ~"
442,ERSTOP09FISH,rainbow-trout-braided-jute-stair-tread,Rainbow Trout Braided Jute Stair Tread,"Hand-stenciled with outdoor designs, these braided jute rugs bring warmth and style to your cabin stairs. ~"
443,DS12914,frolicking-bear-on-tree-hooks-set-of-3,Frolicking Bear on Tree Hooks - Set of 3,"Exclusive - Three playful black bears lend helpful paws to hold your things on these faux log wall hooks in painted polyresin.  Measures Approx. 5Â¼""W x 3""D x 3""H each. ~"
444,DS15070,black-bear-canoe,Black Bear Canoe Wind Chime,"A Black Forest Decor exclusive - Charming, realistic black bears with dangling fish accents make this polyresin and metal wind chime a whimsical addition to your patio. 4 3/4âW x 2 1/2âD x 20 1/2âH"
445,DS15106,climbing-black-bear-cabinet-knob,Climbing Black Bear Cabinet Knob,"This adorable polyresin bear cabinet knob is sure to gain attention and add rustic flair to your cabinets and drawers. 1 1/2""W x 2 1/3""H"
446,DS52433,bear-cast-iron-coat-hanger,Bear Cast Iron Coat Hanger,"Hang your coats in rustic style with this cast iron hanger with six double hooks. 5 1/4""W x 3""D x 6""H"
447,DBLED4396,moose-led-candle,Moose LED Candle,"A flickering LED light glows behind wildlilfe silhouettes on these twine-wrapped, flameless wax candles with a 5-hour timer.  Uses three AAA batteries (not included). ~"
448,KDR9165,western-jacquard-tea-towel,Western Jacquard Tea Towel,"Exclusive - Southwestern geometric designs are mixed with steer skulls and boots on these 100% cotton towels in shades of blue, tan and red. Machine wash. Measures 18""W x 28""L each. ~"
449,KM07175300011RT,km07175300011rt,Realtree All Purpose Camo Sheet Set - King,"Add that extra decorative element with the Realtree All Purpose Camo King Sheet Set made of a poly/cotton blend. Fits 78"" x 80"" mattress and includes a fitted sheet, flat sheet and two king pillow cases. Machine wash and tumble dry low. ~  Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska."
450,VCCVAVP102,willow-twig-table-lamp,Willow Twig Table Lamp,"Exclusive - Curved twigs adorn this Adirondack-style resin table lamp in a willow branch finish with a burlap shade.  Uses one 3-way 100-watt max bulb.  Measures 16""W x 11""D x 33""H. ~"
451,WRWD24581,yellowstone-ii-rod-pocket-drape,Yellowstone II Rod Pocket Drape,"Create effortless style in your tribal bedroom with the Yellowstone II Rod Pocket Drape, beautifully made with brown faux leather. <ul><li>100% polyester</li> <li>Brownstone faux leather</li> <li>54""W x 84""L; 3""W rod pocket; 1 1/2""W header</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 5 weeks. Cannot express ship."
452,LMSW926X10,zapotec-rug-3-x-10,Zapotec Rug - 3 x 10,"Give your hallway a new southwestern look with the Zapotec Rug - 3 x 10. This runner features intricate geometrics in shades of midnight blue, ivory, gray and deep salmon.
<ul><li>100% New Zealand wool and colorfast Swiss chrome dyes</li>
<li>Hand-knotted</li>
<li> 2'6'W x 10'L</li>
<li>Vacuum regularly without the beater brush; Spot clean with warm soapy water</li>
<li>Midnight blue, ivory, gray and deep salmon</li>
</ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks."
453,EROP34420X30OV,bear-cub-braided-rug,Bear Cub Braided Rug,"A Black Forest Decor Exclusive - A black bear cub finds the perfect spot for a nap on the 100% natural jute Bear Cub Braided Rug with art by Jan Harless.  Measures 20""W x 30""L. ~"
454,DS12801,antler-basket,Antler Basket,"A Black Forest Decor Exclusive - Display decorative items in the painted polyresin Antler Basket with intertwined antlers for a graceful lodge look.  Measures 8Â½""W x 7""D x 10""H. ~"
455,DS15059,turquoise-feather-waste-basket,Turquoise Feather Waste Basket,"Raised feathers, cord and turquoise stones embellish a dark brown faux leather texture on these polyresin accessories. 7 2/3âDia. x 9 3/4âH"
456,DS21761,bear-bathroom-door-shelf,Bear Bathroom Door Shelf,"A Black Forest Decor Exclusive - Give your bathroom storage a boost with three over-the-door mesh baskets with black bear cut-outs on a wrought iron frame.  Measures 12Â½""W x 5Â¾""D x 35Â½""H. ~"
457,DS22155,metal-branch-jewelry-tree,Metal Branch Jewelry Tree,"Exclusive - Graceful twigs and branches create the perfect display for necklaces, rings and bracelets on this cast iron holder in a brown finish. Measures 6""W x 10""D x 14""H. ~"
458,HXTL5110S,bear-towel-set-stripe,Bear Stripe Towel Set - 3 pcs,"A bear in the forest is embroidered on the 100% cotton Bear Stripe Towel Set.  Three piece set includes 28""W x 51""L bath towel, 16""W x 31""L hand towel and 13""W x 14""L wash cloth. ~  Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska."
459,2BG28080E,forest-hideaway-plush-carved-rug-3-x-4,Forest Hideaway Plush Carved Rug - 3 x 4,"Trees, leaves and pinecones create a serene look on the printed, plush 100% nylon cut pile rugs in green, brown, tan and rust with carved details to add texture. Latex backing. Measures 2'7Â½""W x 3'10""L. ~"
460,2BG87375,forest-blocks-lotion-dispenser,Forest Blocks Lotion Dispenser,"Accent your outdoor-inspired bathroom with the Forest Blocks Lotion Dispenser.  This lotion dispenser features a cute black bear for a fun addition to your home. <ul><li>Carved dimensional resin with hand painted accents</li> <li>5 7/10""W x 4 1/10""D x 7 1/5""H</li> <li>Black and cream</li> <li>Hand wash or wipe with damp cloth </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
461,ARB1111,arb1111,Desert Arrow Bed Set - Full/Queen,"Give your room a classic southwest look with the luxurious Desert Arrow Full/Queen Bed Set in denim blue, terracotta, tan and brown geometrics embellished with faux leather and silver conchos. Bed set includes 92""W x 96""L comforter, 60""W x 80""L x 15""H bedskirt, two 20""W x 27""L standard shams and one 14""W x 26""L accent pillow. Dry clean."
462,ARB1111,arb1111,Desert Arrow Bed Set - Full/Queen,"Give your room a classic southwest look with the luxurious Desert Arrow Full/Queen Bed Set in denim blue, terracotta, tan and brown geometrics embellished with faux leather and silver conchos. Bed set includes 92""W x 96""L comforter, 60""W x 80""L x 15""H bedskirt, two 20""W x 27""L standard shams and one 14""W x 26""L accent pillow. Dry clean."
463,BS30170449,stone-finish-pinecone-single-rocker-plate-cover,Stone Finish Pinecone Single Rocker Cover,"The realistic stone-look, hand-cast resin Stone Finish Pinecone Single Rocker Cover brings woodland detail to your home.  Mounting screws included.  Measures 3 1/4""W x 1/4""D x 5""H. ~"
464,CFTWLCANYON,phoenix-oversized-towel,Phoenix Oversized Towel,"In a colorful cross and arrow design, the 100% cotton Phoenix Oversized Towel brings western luxury to your bath. Machine wash. Measures 34""W x 64""L. ~"
465,ER32116TT,forest-pines-half-round-braided-rug,Forest Pines Half-Round Braided Rug,"A pine tree print brings warmth and tranquility to this half-round 100% natural jute rug. Spot clean. Rug liner recommended. 18""W x 29""L"
466,DS62026,black-bear-river-table-runner,Black Bear River Table Runner,"Exclusive - Rows of bears, canoes, pine trees and diamonds in chestnut, black and pine green lend inviting lodge style to these polyester table linens. Machine wash. Measures 15""W x 72""L. ~"
467,HXLD3100,pinecone-and-birch-bath-set-4-pcs,Pinecone & Birch Bath Set (4 pcs),"A Black Forest Decor Exclusive - Realistic twig and pinecone details embellish the cast resin Pinecone & Birch Bath Set with a birch bark look.  Four piece set includes lotion dispenser (4 5/8""W x 2 5/8""D x 7""H), toothbrush holder (4Â¼""W x 2 5/8""D x 4""H), soap dish (5Â¼""W x 4""D x 1""H) and tumbler (3""Dia. x 4Â¼""H). ~"
468,CPDA7666,turquoise-southwest-blanket-wood-wall-art,Turquoise Southwest Blanket Wood Wall Art - CLEARANCE,"With a pieced firwood design, this wall art features turquoise, white and natural finishes, enhancing the natural grain patterns of the wood. 39 7/8""W x 1 1/2""D x 14""H"
469,COTP05FR,fish-profile-toilet-paper-holder,Fish Profile Toilet Paper Holder,"Create effortless style in your rustic bathroom with the Fish Profile Toilet Paper Holder, beautifully made with a metal fish silhouette in a frontier rust finish.
<ul><li>Metal</li>
<li>Frontier Rust finish</li>
</ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship."
470,LROWE03INSG3656,zigzag-diamonds-rug-4-x-6,Zigzag Diamonds Rug - 4 x 6,"Give your study southwestern flair with the Zigzag Diamonds Rug - 4 x 6, detailed with a relaxed, yet refined cream, indigo, sage, and terracotta design with a meticulously hand-knotted texture on a hand-woven base.
<ul><li>Hand woven jute/wool with no backing</li>
<li>3'6""W x 5'6""L</li>
<li>Spot clean and vacuum carefully without beater bar; professional cleaning recommended.</li>
<li>Multicolor</li>
<li>Long-wearing durability</li>
<li>Rug pad recommended for use on hard floor</li>
</ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship."
471,PS5092,moose-eyeglasses-holder,Moose Eyeglasses Holder,"A Black Forest DÃ©cor Exclusive - Keep your glasses close at hand with the bookish polyresin Moose Eyeglasses Holder.  Measures 3Â½""W x 3Â½""D x 6""H. ~"
472,SIX423,old-bear-vintage-style-wood-sign,Old Bear Vintage-Style Wood Sign,"Exclusive - Weathered-looking paper black bear prints are mounted to these wood signs for a charming wall accent.  Measures 11Â¾""W x 1""D x 23Â½""H. ~"
473,VXVL55703BBZ,montana-vanity-3-light,Montana Vanity Light - 3 Light,"Light up your home with the Montana 3 Light Vanity.  This lodge vanity light is made from metal and features bear and pine tree silhouettes finished in burnished bronze with amber flake glass shades.  Uses three 100-watt max bulbs.  UL listed for damp locations.  Measures 24""W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska."
474,SF682126,rustic-juniper-wood-single-switch-plate,Rustic Juniper Wood Single Switch Cover,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 4""W x Â¼""D x 5 58""H. ~"
475,VXCF55718BBZ,montana-semi-flush-ceiling-light,Montana Semi-Flush Ceiling Light,"Add grace and warmth to your room with the Montana Semi-Flush Ceiling Light.  This metal ceiling light features bear and pine tree silhouettes and brings an outdoor element into your home.  Finished in burnished bronze with an amber flake glass shade and uses three 100-watt max bulbs.  Can be mounted as a ceiling light or pendant and comes with 6 feet of chain and 9 feet of wire.  Measures 18 1/2""W x 18 1/2""D x 16 1/2""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska."
476,PD51128XB218,tribal-sky-bath-towel,Tribal Sky Bath Towel,"Jacquard-woven in three classic patterns, these 100% cotton towels bring southwest luxury to your bath. Machine wash. 30âW x 58âL"
477,PS5468,bear-paw-wilderness-towel-bar,Bear Paw Wilderness Towel Bar,"The twisted steel Bear Paw Wilderness Towel Bar is embellished with a polyresin bear scene in metallic bear tracks for abundant rustic style.  Measures 28""W x 3""D x 5Â½""H. ~"
